Text,Lable
"Oh! Sorry, I forgot to order a Chocolate Donut on the side of the meal.",add order
"I need to add a drink with my meal, so get me a Pepsi Cup please.",add order
Don’t forget the dessert.,add order
"Don’t forget the dessert, which is a delicious Strawberry Donut.",add order
Give me a delicious Vanilla Donut.,add order
I want to get two Chocolate Waffles.,add order
One Zinger Chicken Sandwich and Shawarma Chicken Sandwich.,add order
"Give me 2 Four Seasons Pizzas, one Hummus Plate.",add order
"I’d like to order two Mixed Pizzas, one Crespi Chicken Sandwich, and 3 Chocolate Donuts, please.",add order
"Can you please get me two Pan Cakes, one Fresh Strawberry Juice, and Pepsi Bottle?",add order
"Please prepare 2 Pepsi Cans, along with one Fanta Bottle and 1 Chocolate Donut for me.",add order
"2 Strawberry Donuts, add 5 Vanilla Donuts, 1 Four Seasons Pizza; also make two Shawarma Meat Sandwiches for the main meal.",add order
"Can I get 3 Vegitables Soups, along with one Pepsi Cup and 1 Fanta Bottle?",add order
Add two Fresh Strawberry Juices and don’t forget to add one Pepsi Can.,add order
"Oh! Sorry, I forgot to order a Pan Cake on the side of the meal, so add it please.",add order
"I need to add a drink with my meal, so get me a Pepsi Bottle please.",add order
"Don’t forget the dessert, which is a delicious Chocolate Waffle.",add order
Give me a delicious Strawberry Donut.,add order
I need to order a Hummus Plate and make it spicy.,add order
Try to help me to add a French Fries Plate to my order.,add order
Help me to order; I need a Hot Dog Pizza along with a Chocolate Waffle.,add order
Second order is one Vegitables Soup plus one Hummus Plate.,add order
The last order is 4 Strawberry Donuts.,add order
The last meal is one Vegitables Soup.,add order
"Finally, for dessert, add a Pan Cake.",add order
"For the main meal, add one Vanilla Donut; additionally, for an appetizer, give me one French Fries Plate.",add order
"For the main meal, add one Shawarma Chicken Sandwich; for an appetizer, give me one French Fries Plate; finally, for dessert, add a Chocolate Donut.",add order
Include 3 Cheese Burger Sandwiches and also 4 Shawarma Chicken Sandwiches.,add order
"Moreover, two Vanilla Donut and also give me my best meal 5 Pan Cake.",add order
make two Four Seasons Pizza and give me as fast as you can ,add order
"Oh! Sorry, I forget to add a Vanilla Donut with meal, so keep in mind to add it.",add order
Oh Sorry  I forget to add a Vanilla Donut with my order so give me one .,add order
"oh yes, give me a Chocolate Waffle",add order
Don’t forget to add the appitizer to my order a delicious French Fries Plate.,add order
lets take one Vegitables Soup also i want one more French Fries Plate,add order
I need to order two French Fries Plate and one Hummus Plate as well,add order
what about this delicious chicken give me 3 Crespi Chicken Sandwich ,add order
Give me 2 Mixed Pizzas also i want for something sweet so add two Strawberry Donut.,add order
"I need to order a Hummus Plate and make it spicy, along with 2 French Fries Plates.",add order
Try to help me to add a Hot Dog Pizza and one Chocolate Waffle to my order.,add order
Help me to order; I need one Vegitables Soup plus two Hummus Plates.,add order
The last order is 4 Strawberry Donuts and one Pan Cake.,add order
The last meal is one Vegitables Soup and one Vanilla Donut.,add order
"Finally, for dessert, add a Chocolate Donut and one Fresh Strawberry Juice.",add order
for my order i'll take for the main meal one Shawarma Chicken Sandwich also take for appetizer one French Fries Plate.,add order
For main meal lets add pizza so give me two Mixed Pizza for  appetizer add one French Fries Plate,add order
give me 3 more Zinger Chicken Sandwich plus something sweet so i want Chocolate Donut.,add order
i need for just three Vanilla Donut,add order
Add two Pepsi Bottles and don’t forget to add one Fanta Bottle.,add order
"I forget to order a Pepsi Cup with my order, can you add it .",add order
i remember to order Pepsi Can plus Vegitables Soup.,add order
I need to drink somthing lets take Fanta Bottle ,add order
Don’t forget to add delicious Pan Cake.,add order
i'll take one Chocolate Donut plus one Chocolate Waffle for my friend,add order
lets take some sweet give me two Vanilla Donut.,add order
first order is one Pepperoni Pizza the second order is Falafel Sandwich,add order
my order is  three Pepperoni Pizza and my friend order is Four Seasons Pizza without drinks,add order
"I’d like to order two Four Seasons Pizzas, one Falafel Sandwich, and 3 Vanilla Donuts, please",add order
"Without changing any item, just add two Shawarma Meat Sandwiches.",add order
Increase the count of Vegitables Soup to five and add one Pepsi Bottle.,add order
Increase the count of French Fries Plates by three and add one Fanta Bottle.,add order
"Ok, let’s add one dessert Chocolate Donut too, also give me one delicious Vanilla Donut.",add order
"Also, give me 4 Strawberry Donuts; I love this item.",add order
I love chicken; give me two Crespi Chicken Sandwiches.,add order
"Also, make two Falafel Sandwiches for the main meal.",add order
"Make two Cheese Burger Sandwiches for the main meal too, please.",add order
"Also, make three Pan Cakes for dessert.",add order
"Make two Chocolate Waffles for the main meal too, please.",add order
"Give me two Mixed Pizzas for the main meal too, please.",add order
"Also, give me two Shawarma Meat Sandwiches for the main meal.",add order
What about this delicious chocolate dish? I need one more of the Chocolate Waffle.,add order
What about this delicious chicken dish? I need two more of the Shawarma Chicken Sandwiches.,add order
"Without changing any item, just add two Falafel Sandwiches.",add order
Increase the count of Vegitables Soup to five and add one Pepsi Can.,add order
Increase the count of French Fries Plates by three and add one Fresh Strawberry Juice.,add order
"Ok, let’s add one dessert Pan Cake too, also give me one delicious Chocolate Donut.",add order
"Also, give me 4 Vanilla Donuts; I love this item.",add order
I love chicken; give me two Zinger Chicken Sandwiches.,add order
,
,
,
,
,
,
,
Remove Cheese Burger Sandwich from my order.,Remove
Cancel the Cheese Burger Sandwich.,Remove
I'd like to remove the Cheese Burger Sandwich.,Remove
Can you please remove the Cheese Burger Sandwich?,Remove
Delete Cheese Burger Sandwich from my order.,Remove
"No more Cheese Burger Sandwich, please.",Remove
Take out the Cheese Burger Sandwich.,Remove
Don't include Cheese Burger Sandwich.,Remove
I don’t want the Cheese Burger Sandwich anymore.,Remove
Forget the Cheese Burger Sandwich.,Remove
Please cancel the Cheese Burger Sandwich.,Remove
I’d like to take off the Cheese Burger Sandwich.,Remove
Can you take out the Cheese Burger Sandwich?,Remove
Exclude the Cheese Burger Sandwich.,Remove
Please omit the Cheese Burger Sandwich.,Remove
Remove Shawarma Chicken Sandwich from my order.,Remove
Cancel the Shawarma Chicken Sandwich.,Remove
I'd like to remove the Shawarma Chicken Sandwich.,Remove
Can you please remove the Shawarma Chicken Sandwich?,Remove
Delete Shawarma Chicken Sandwich from my order.,Remove
"No more Shawarma Chicken Sandwich, please.",Remove
Take out the Shawarma Chicken Sandwich.,Remove
Don't include Shawarma Chicken Sandwich.,Remove
I don’t want the Shawarma Chicken Sandwich anymore.,Remove
Forget the Shawarma Chicken Sandwich.,Remove
Please cancel the Shawarma Chicken Sandwich.,Remove
I’d like to take off the Shawarma Chicken Sandwich.,Remove
Can you take out the Shawarma Chicken Sandwich?,Remove
Exclude the Shawarma Chicken Sandwich.,Remove
Please omit the Shawarma Chicken Sandwich.,Remove
Remove Falafel Sandwich from my order.,Remove
Cancel the Falafel Sandwich.,Remove
I'd like to remove the Falafel Sandwich.,Remove
Can you please remove the Falafel Sandwich?,Remove
Delete Falafel Sandwich from my order.,Remove
"No more Falafel Sandwich, please.",Remove
Take out the Falafel Sandwich.,Remove
Don't include Falafel Sandwich.,Remove
I don’t want the Falafel Sandwich anymore.,Remove
Forget the Falafel Sandwich.,Remove
Please cancel the Falafel Sandwich.,Remove
I’d like to take off the Falafel Sandwich.,Remove
Can you take out the Falafel Sandwich?,Remove
Exclude the Falafel Sandwich.,Remove
Please omit the Falafel Sandwich,Remove
Remove Shawarma Meat Sandwich from my order.,Remove
Cancel the Shawarma Meat Sandwich.,Remove
I'd like to remove the Shawarma Meat Sandwich.,Remove
Can you please remove the Shawarma Meat Sandwich?,Remove
Delete Shawarma Meat Sandwich from my order.,Remove
"No more Shawarma Meat Sandwich, please.",Remove
Take out the Shawarma Meat Sandwich.,Remove
Don't include Shawarma Meat Sandwich.,Remove
I don’t want the Shawarma Meat Sandwich anymore.,Remove
Forget the Shawarma Meat Sandwich.,Remove
Please cancel the Shawarma Meat Sandwich.,Remove
I’d like to take off the Shawarma Meat Sandwich.,Remove
Can you take out the Shawarma Meat Sandwich?,Remove
Exclude the Shawarma Meat Sandwich.,Remove
Please omit the Shawarma Meat Sandwich.,Remove
Remove Crespi Chicken Sandwich from my order.,Remove
Cancel the Crespi Chicken Sandwich.,Remove
I'd like to remove the Crespi Chicken Sandwich.,Remove
Can you please remove the Crespi Chicken Sandwich?,Remove
Delete Crespi Chicken Sandwich from my order.,Remove
"No more Crespi Chicken Sandwich, please.",Remove
Take out the Crespi Chicken Sandwich.,Remove
Don't include Crespi Chicken Sandwich.,Remove
I don’t want the Crespi Chicken Sandwich anymore.,Remove
Forget the Crespi Chicken Sandwich.,Remove
Please cancel the Crespi Chicken Sandwich.,Remove
I’d like to take off the Crespi Chicken Sandwich.,Remove
Can you take out the Crespi Chicken Sandwich?,Remove
Exclude the Crespi Chicken Sandwich.,Remove
Please omit the Crespi Chicken Sandwich.,Remove
Remove Zinger Chicken Sandwich from my order.,Remove
Cancel the Zinger Chicken Sandwich.,Remove
I'd like to remove the Zinger Chicken Sandwich.,Remove
Can you please remove the Zinger Chicken Sandwich?,Remove
Delete Zinger Chicken Sandwich from my order.,Remove
"No more Zinger Chicken Sandwich, please.",Remove
Take out the Zinger Chicken Sandwich.,Remove
Don't include Zinger Chicken Sandwich.,Remove
I don’t want the Zinger Chicken Sandwich anymore.,Remove
Forget the Zinger Chicken Sandwich.,Remove
Please cancel the Zinger Chicken Sandwich.,Remove
I’d like to take off the Zinger Chicken Sandwich.,Remove
Can you take out the Zinger Chicken Sandwich?,Remove
Exclude the Zinger Chicken Sandwich.,Remove
Please omit the Zinger Chicken Sandwich.,Remove
Remove Pepperoni Pizza from my order.,Remove
Cancel the Pepperoni Pizza.,Remove
I'd like to remove the Pepperoni Pizza.,Remove
Can you please remove the Pepperoni Pizza?,Remove
Delete Pepperoni Pizza from my order.,Remove
"No more Pepperoni Pizza, please.",Remove
Take out the Pepperoni Pizza.,Remove
Don't include Pepperoni Pizza.,Remove
I don’t want the Pepperoni Pizza anymore.,Remove
Forget the Pepperoni Pizza.,Remove
Please cancel the Pepperoni Pizza.,Remove
I’d like to take off the Pepperoni Pizza.,Remove
Can you take out the Pepperoni Pizza?,Remove
Exclude the Pepperoni Pizza.,Remove
Please omit the Pepperoni Pizza.,Remove
Remove Mixed Pizza from my order.,Remove
Cancel the Mixed Pizza.,Remove
I'd like to remove the Mixed Pizza.,Remove
Can you please remove the Mixed Pizza?,Remove
Delete Mixed Pizza from my order.,Remove
"No more Mixed Pizza, please.",Remove
Take out the Mixed Pizza.,Remove
Don't include Mixed Pizza.,Remove
I don’t want the Mixed Pizza anymore.,Remove
Forget the Mixed Pizza.,Remove
Please cancel the Mixed Pizza.,Remove
I’d like to take off the Mixed Pizza.,Remove
Can you take out the Mixed Pizza?,Remove
Exclude the Mixed Pizza.,Remove
Please omit the Mixed Pizza.,Remove
Remove Hot Dog Pizza from my order.,Remove
Cancel the Hot Dog Pizza.,Remove
I'd like to remove the Hot Dog Pizza.,Remove
Can you please remove the Hot Dog Pizza?,Remove
Delete Hot Dog Pizza from my order.,Remove
"No more Hot Dog Pizza, please.",Remove
Take out the Hot Dog Pizza.,Remove
Don't include Hot Dog Pizza.,Remove
I don’t want the Hot Dog Pizza anymore.,Remove
Forget the Hot Dog Pizza.,Remove
Please cancel the Hot Dog Pizza.,Remove
I’d like to take off the Hot Dog Pizza.,Remove
Can you take out the Hot Dog Pizza?,Remove
Exclude the Hot Dog Pizza.,Remove
Please omit the Hot Dog Pizza.,Remove
Remove Four Seasons Pizza from my order.,Remove
Cancel the Four Seasons Pizza.,Remove
I'd like to remove the Four Seasons Pizza.,Remove
Can you please remove the Four Seasons Pizza?,Remove
Delete Four Seasons Pizza from my order.,Remove
"No more Four Seasons Pizza, please.",Remove
Take out the Four Seasons Pizza.,Remove
Don't include Four Seasons Pizza.,Remove
I don’t want the Four Seasons Pizza anymore.,Remove
Forget the Four Seasons Pizza.,Remove
Please cancel the Four Seasons Pizza.,Remove
I’d like to take off the Four Seasons Pizza.,Remove
Can you take out the Four Seasons Pizza?,Remove
Exclude the Four Seasons Pizza.,Remove
Please omit the Four Seasons Pizza.,Remove
Remove Hummus Plate from my order.,Remove
Cancel the Hummus Plate.,Remove
I'd like to remove the Hummus Plate.,Remove
Can you please remove the Hummus Plate?,Remove
Delete Hummus Plate from my order.,Remove
"No more Hummus Plate, please.",Remove
Take out the Hummus Plate.,Remove
Don't include Hummus Plate.,Remove
I don’t want the Hummus Plate anymore.,Remove
Forget the Hummus Plate.,Remove
Please cancel the Hummus Plate.,Remove
I’d like to take off the Hummus Plate.,Remove
Can you take out the Hummus Plate?,Remove
Exclude the Hummus Plate.,Remove
Please omit the Hummus Plate.,Remove
Remove French Fries Plate from my order.,Remove
Cancel the French Fries Plate.,Remove
I'd like to remove the French Fries Plate.,Remove
Can you please remove the French Fries Plate?,Remove
Delete French Fries Plate from my order.,Remove
"No more French Fries Plate, please.",Remove
Take out the French Fries Plate.,Remove
Don't include French Fries Plate.,Remove
I don’t want the French Fries Plate anymore.,Remove
Forget the French Fries Plate.,Remove
Please cancel the French Fries Plate.,Remove
I’d like to take off the French Fries Plate.,Remove
Can you take out the French Fries Plate?,Remove
Exclude the French Fries Plate.,Remove
Please omit the French Fries Plate.,Remove
Remove Vegetables Soup from my order.,Remove
Cancel the Vegetables Soup.,Remove
I'd like to remove the Vegetables Soup.,Remove
Can you please remove the Vegetables Soup?,Remove
Delete Vegetables Soup from my order.,Remove
"No more Vegetables Soup, please.",Remove
Take out the Vegetables Soup.,Remove
Don't include Vegetables Soup.,Remove
I don’t want the Vegetables Soup anymore.,Remove
Forget the Vegetables Soup.,Remove
Please cancel the Vegetables Soup.,Remove
I’d like to take off the Vegetables Soup.,Remove
Can you take out the Vegetables Soup?,Remove
Exclude the Vegetables Soup.,Remove
Please omit the Vegetables Soup.,Remove
Remove Strawberry Donut from my order.,Remove
Cancel the Strawberry Donut.,Remove
I'd like to remove the Strawberry Donut.,Remove
Can you please remove the Strawberry Donut?,Remove
Delete Strawberry Donut from my order.,Remove
"No more Strawberry Donut, please.",Remove
Take out the Strawberry Donut.,Remove
Don't include Strawberry Donut.,Remove
I don’t want the Strawberry Donut anymore.,Remove
Forget the Strawberry Donut.,Remove
Please cancel the Strawberry Donut.,Remove
I’d like to take off the Strawberry Donut.,Remove
Can you take out the Strawberry Donut?,Remove
Exclude the Strawberry Donut.,Remove
Please omit the Strawberry Donut.,Remove
Remove Vanilla Donut from my order.,Remove
Cancel the Vanilla Donut.,Remove
I'd like to remove the Vanilla Donut.,Remove
Can you please remove the Vanilla Donut?,Remove
Delete Vanilla Donut from my order.,Remove
"No more Vanilla Donut, please.",Remove
Take out the Vanilla Donut.,Remove
Don't include Vanilla Donut.,Remove
I don’t want the Vanilla Donut anymore.,Remove
Forget the Vanilla Donut.,Remove
Please cancel the Vanilla Donut.,Remove
I’d like to take off the Vanilla Donut.,Remove
Can you take out the Vanilla Donut?,Remove
Exclude the Vanilla Donut.,Remove
Please omit the Vanilla Donut.,Remove
Remove Chocolate Donut from my order.,Remove
Cancel the Chocolate Donut.,Remove
I'd like to remove the Chocolate Donut.,Remove
Can you please remove the Chocolate Donut?,Remove
Delete Chocolate Donut from my order.,Remove
"No more Chocolate Donut, please.",Remove
Take out the Chocolate Donut.,Remove
Don't include Chocolate Donut.,Remove
I don’t want the Chocolate Donut anymore.,Remove
Forget the Chocolate Donut.,Remove
Please cancel the Chocolate Donut.,Remove
I’d like to take off the Chocolate Donut.,Remove
Can you take out the Chocolate Donut?,Remove
Exclude the Chocolate Donut.,Remove
Please omit the Chocolate Donut.,Remove
Remove Chocolate Waffle from my order.,Remove
Cancel the Chocolate Waffle.,Remove
I'd like to remove the Chocolate Waffle.,Remove
Can you please remove the Chocolate Waffle?,Remove
Delete Chocolate Waffle from my order.,Remove
"No more Chocolate Waffle, please.",Remove
Take out the Chocolate Waffle.,Remove
Don't include Chocolate Waffle.,Remove
I don’t want the Chocolate Waffle anymore.,Remove
Forget the Chocolate Waffle.,Remove
Please cancel the Chocolate Waffle.,Remove
I’d like to take off the Chocolate Waffle.,Remove
Can you take out the Chocolate Waffle?,Remove
Exclude the Chocolate Waffle.,Remove
Please omit the Chocolate Waffle.,Remove
Remove Pan Cake from my order.,Remove
Cancel the Pan Cake.,Remove
I'd like to remove the Pan Cake.,Remove
Can you please remove the Pan Cake?,Remove
Delete Pan Cake from my order.,Remove
"No more Pan Cake, please.",Remove
Take out the Pan Cake.,Remove
Don't include Pan Cake.,Remove
I don’t want the Pan Cake anymore.,Remove
Forget the Pan Cake.,Remove
Please cancel the Pan Cake.,Remove
I’d like to take off the Pan Cake.,Remove
Can you take out the Pan Cake?,Remove
Exclude the Pan Cake.,Remove
Please omit the Pan Cake.,Remove
Remove Pepsi Can from my order.,Remove
Cancel the Pepsi Can.,Remove
I'd like to remove the Pepsi Can.,Remove
Can you please remove the Pepsi Can?,Remove
Delete Pepsi Can from my order.,Remove
"No more Pepsi Can, please.",Remove
Take out the Pepsi Can.,Remove
Don't include Pepsi Can.,Remove
I don’t want the Pepsi Can anymore.,Remove
Forget the Pepsi Can.,Remove
Please cancel the Pepsi Can.,Remove
I’d like to take off the Pepsi Can.,Remove
Can you take out the Pepsi Can?,Remove
Exclude the Pepsi Can.,Remove
Please omit the Pepsi Can.,Remove
Remove Pepsi Cup from my order.,Remove
Cancel the Pepsi Cup.,Remove
I'd like to remove the Pepsi Cup.,Remove
Can you please remove the Pepsi Cup?,Remove
Delete Pepsi Cup from my order.,Remove
"No more Pepsi Cup, please.",Remove
Take out the Pepsi Cup.,Remove
Don't include Pepsi Cup.,Remove
I don’t want the Pepsi Cup anymore.,Remove
Forget the Pepsi Cup.,Remove
Please cancel the Pepsi Cup.,Remove
I’d like to take off the Pepsi Cup.,Remove
Can you take out the Pepsi Cup?,Remove
Exclude the Pepsi Cup.,Remove
Please omit the Pepsi Cup.,Remove
Remove Pepsi Bottle from my order.,Remove
Cancel the Pepsi Bottle.,Remove
I'd like to remove the Pepsi Bottle.,Remove
Can you please remove the Pepsi Bottle?,Remove
Delete Pepsi Bottle from my order.,Remove
"No more Pepsi Bottle, please.",Remove
Take out the Pepsi Bottle.,Remove
Don't include Pepsi Bottle.,Remove
I don’t want the Pepsi Bottle anymore.,Remove
Forget the Pepsi Bottle.,Remove
Please cancel the Pepsi Bottle.,Remove
I’d like to take off the Pepsi Bottle.,Remove
Can you take out the Pepsi Bottle?,Remove
Exclude the Pepsi Bottle.,Remove
Please omit the Pepsi Bottle.,Remove
Remove Fresh Strawberry Juice from my order.,Remove
Cancel the Fresh Strawberry Juice.,Remove
I'd like to remove the Fresh Strawberry Juice.,Remove
Can you please remove the Fresh Strawberry Juice?,Remove
Delete Fresh Strawberry Juice from my order.,Remove
"No more Fresh Strawberry Juice, please.",Remove
Take out the Fresh Strawberry Juice.,Remove
Don't include Fresh Strawberry Juice.,Remove
I don’t want the Fresh Strawberry Juice anymore.,Remove
Forget the Fresh Strawberry Juice.,Remove
Please cancel the Fresh Strawberry Juice.,Remove
I’d like to take off the Fresh Strawberry Juice.,Remove
Can you take out the Fresh Strawberry Juice?,Remove
Exclude the Fresh Strawberry Juice.,Remove
Please omit the Fresh Strawberry Juice.,Remove
"I need to order a Hummus Plate and make it spicy, along with two Zinger Chicken Sandwiches.",add order
Try to help me to add a Hot Dog Pizza and increase count of Vegitables Soup to five.,add order
Help me to order; I need one Vegitables Soup plus three French Fries Plates.,add order
The last order is 4 Strawberry Donuts and one Fanta Bottle.,add order
The last meal is one Vegitables Soup and one dessert Chocolate Donut.,add order
"Finally, for dessert, add a Chocolate Donut and one delicious Strawberry Donut.",add order
"For the main meal, add one Shawarma Chicken Sandwich; additionally, for an appetizer, give me one French Fries Plate.",add order
"For the main meal, add one Crespi Chicken Sandwich; for an appetizer, give me one Hummus Plate; finally, for dessert, add a Chocolate Waffle.",add order
Include 3 Cheese Burger Sandwiches and also 4 Shawarma Meat Sandwiches.,add order
"Moreover, 4 Falafel Sandwiches and also 4 Four Seasons Pizzas.",add order
lets do somthing add two Vanilla Donut .,add order
"Oh! Sorry, I forgot to order a Pepsi Cup on the side of the meal, so add it please.",add order
"Oh! Sorry, I forgot to order a Chocolate Waffle on the side of the meal.",add order
"I need to add a drink with my meal, so get me a Fanta Bottle please.",add order
"Don’t forget the dessert, which is a delicious Pan Cake.",add order
Give me a delicious Chocolate Donut.,add order
I want to get two Chocolate Donuts.,add order
One Crespi Chicken Sandwich and Shawarma Meat Sandwich.,add order
"Give me 2 Mixed Pizzas, one Hummus Plate.",add order
"I’d like to order two Four Seasons Pizzas, one Falafel Sandwich, and 3 Vanilla Donuts, please.",add order
"want 1 Pan Cake, 2 Chocolate Waffles, and one Pepsi Cup, do it fast please, also another one of Vanilla Donut.",add order
lets take order two Vanilla Donut plus three Vegitables Soup,add order
4 Vegitables Soup plus with each soap add Strawberry Donut ,add order
lets do this order two Mixed Pizza and lets take three Hot Dog Pizza .,add order
this order: 4 Mixed Pizza plus three Shawarma Meat Sandwiches im very hungry do it fast if you can,add order
"Additionally, I’d like 2 Mixed Pizzas and two Pepperoni Pizzas.",add order
i remember to add for order two Hummus Plate with sweet like Chocolate Donut .,add order
I need one more Pan Cake and two Falafel Sandwiches.,add order
"Additionally, four French Fries Plates and give me one more of this delicious Shawarma Chicken Sandwich.",add order
Two Falafel Sandwiches additionally.,add order
"Moreover, include 2 Hummus Plates and also 4 Four Seasons Pizzas.",add order
"Oh my god, chocolate is the best; give me one more Chocolate Waffle.",add order
"Unbelievable, your pizza is so delicious, so give me one more Mixed Pizza.",add order
"I want 1 Pan Cake, 2 Chocolate Waffles, and one Pepsi Cup, do it fast please, also another one of Vanilla Donut.",add order
"My order is two Chocolate Donuts, 4 Pepsi Cans, and Pan Cake.",add order
"Two Vanilla Donuts, 1 Zinger Chicken Sandwich, and 2 French Fries Plates; this is my order if you can add Crespi Chicken Sandwich.",add order
"Take this order: two Falafel Sandwiches, 2 Crespi Chicken Sandwiches, and two Strawberry Donuts; do it fast please.",add order
I need to edit my order by adding 4 Zinger Chicken Sandwiches with a Pepsi Cup with each sandwich.,add order
"Give me this order: 4 Cheese Burger Sandwiches, one Shawarma Chicken Sandwich, and three Shawarma Meat Sandwiches.",add order
I need to cancel my Saturday brunch table.,cancel reservation
Could you cancel my Sunday breakfast reservation?,cancel reservation
I need to cancel my Monday lunch booking.,cancel reservation
Please cancel my Tuesday dinner table.,cancel reservation
I need to cancel my Wednesday brunch reservation.,cancel reservation
Could you cancel my Thursday breakfast booking?,cancel reservation
I need to cancel my Friday lunch table.,cancel reservation
Please cancel my Saturday dinner reservation.,cancel reservation
I need to call off my table for this Friday night.,cancel reservation
Please void my reservation for next Saturday’s lunch.,cancel reservation
"Regrettably, I must cancel my dinner plans for tonight.",cancel reservation
Could you please annul my booking for tomorrow’s breakfast?,cancel reservation
I need to retract my reservation for the upcoming weekend.,cancel reservation
Kindly delete my table booking for tomorrow’s brunch.,cancel reservation
"I won’t be able to attend, so please void my reservation.",cancel reservation
I need to cancel my booking for a party of four.,cancel reservation
Can you please rescind my dinner plans for this evening?,cancel reservation
I need to call off my table for this afternoon.,cancel reservation
Please void my breakfast reservation for tomorrow morning.,cancel reservation
Could you annul my brunch booking for today?,cancel reservation
I need to retract my dinner table for tomorrow night.,cancel reservation
Please delete my lunch reservation for today.,cancel reservation
I need to call off my evening booking.,cancel reservation
Can you void my breakfast table for today?,cancel reservation
I need to annul my brunch reservation for tomorrow morning.,cancel reservation
Please retract my dinner booking for tonight.,cancel reservation
I need to call off my lunch table for tomorrow afternoon.,cancel reservation
Could you delete my morning reservation?,cancel reservation
I need to annul my brunch booking for tomorrow afternoon.,cancel reservation
Please void my breakfast table for tomorrow morning.,cancel reservation
I need to retract my lunch reservation for today.,cancel reservation
Could you annul my dinner booking for tomorrow night?,cancel reservation
I need to call off my evening table.,cancel reservation
Please void my reservation for tonight.,cancel reservation
I need to retract my weekend booking.,cancel reservation
Could you annul my Friday night table?,cancel reservation
I need to call off my Saturday morning reservation.,cancel reservation
Please delete my Sunday afternoon booking.,cancel reservation
I need to retract my Monday evening table.,cancel reservation
Could you annul my Tuesday lunch reservation?,cancel reservation
I need to call off my Wednesday dinner booking.,cancel reservation
Please void my Thursday brunch table.,cancel reservation
I need to retract my Friday breakfast reservation.,cancel reservation
Could you annul my Saturday dinner booking?,cancel reservation
I need to call off my Sunday brunch table.,cancel reservation
Please delete my Monday breakfast reservation.,cancel reservation
I need to retract my Tuesday dinner booking.,cancel reservation
Could you annul my Wednesday brunch table?,cancel reservation
I need to call off my Thursday lunch reservation.,cancel reservation
Please void my Friday dinner booking.,cancel reservation
I need to retract my Saturday brunch table.,cancel reservation
Could you annul my Sunday breakfast reservation?,cancel reservation
I need to call off my Monday lunch booking.,cancel reservation
Please delete my Tuesday dinner table.,cancel reservation
I need to retract my Wednesday brunch reservation.,cancel reservation
Could you annul my Thursday breakfast booking?,cancel reservation
I need to call off my Friday lunch table.,cancel reservation
Please void my Saturday dinner reservation.,cancel reservation
I need to cancel my reservation for this Friday evening.,cancel reservation
Please cancel my table for next Saturday’s brunch.,cancel reservation
I regret to inform you that I must cancel my dinner plans for tonight.,cancel reservation
Could you please cancel my booking for tomorrow’s breakfast?,cancel reservation
Kindly remove my table booking for tomorrow’s lunch.,cancel reservation
Can you please cancel my dinner plans for this evening?,cancel reservation
cancel my breakfast reservation for tomorrow .,cancel reservation
I need to cancel my dinner table for tomorrow night.,cancel reservation
I need to cancel my brunch reservation for tomorrow morning.,cancel reservation
I need to cancel my lunch table for tomorrow afternoon.,cancel reservation
I need to cancel my brunch booking for tomorrow afternoon.,cancel reservation
cancel my breakfast table for tomorrow at 9 AM .,cancel reservation
Could you cancel my dinner booking for tomorrow night?,cancel reservation
Please cancel my Saturday breakfast reservation,cancel reservation
Please cancel my dinner reservation.,cancel reservation
I need to cancel my table for two.,cancel reservation
Can you remove my reservation for tonight?,cancel reservation
I have to cancel my lunch booking.,cancel reservation
Please cancel my reservation for this evening.,cancel reservation
I need to cancel my table for tomorrow.,cancel reservation
Can you cancel my reservation for Saturday?,cancel reservation
"I won’t be able to make it, please cancel my booking.",cancel reservation
I need to cancel my reservation for four people.,cancel reservation
Please cancel my dinner plans for tonight.,cancel reservation
I need to cancel my reservation for this weekend.,cancel reservation
Can you cancel my table for Friday night?,cancel reservation
I need to cancel my reservation for lunch today.,cancel reservation
Please cancel my booking for this afternoon.,cancel reservation
I need to cancel my reservation for dinner.,cancel reservation
Can you cancel my table for brunch?,cancel reservation
I need to cancel my reservation for breakfast.,cancel reservation
Please cancel my table for tonight.,cancel reservation
I need to cancel my reservation for tomorrow night.,cancel reservation
can you cancel my booking for this evening?,cancel reservation
I need to cancel my reservation for this afternoon.,cancel reservation
Please cancel my table for lunch.,cancel reservation
I need to cancel my reservation for dinner tonight.,cancel reservation
Can you cancel my booking for tomorrow?,cancel reservation
I need to cancel my reservation for this morning.,cancel reservation
Please cancel my table for breakfast.,cancel reservation
I need to cancel my reservation for brunch.,cancel reservation
Can you cancel my booking for lunch?,cancel reservation
I need to cancel my reservation for dinner tomorrow.,cancel reservation
Please cancel my table for this evening.,cancel reservation
I need to cancel my reservation for tonight.,cancel reservation
Can you cancel my booking for this weekend?,cancel reservation
I need to cancel my reservation for Friday.,cancel reservation
Please cancel my table for Saturday.,cancel reservation
I need to cancel my reservation for Sunday.,cancel reservation
Can you cancel my booking for Monday?,cancel reservation
I need to cancel my reservation for Tuesday.,cancel reservation
Please cancel my table for Wednesday.,cancel reservation
I need to cancel my reservation for Thursday.,cancel reservation
Can you cancel my booking for Friday?,cancel reservation
I need to cancel my reservation for Saturday night.,cancel reservation
Please cancel my table for Sunday morning.,cancel reservation
I need to cancel my reservation for Monday afternoon.,cancel reservation
Can you cancel my booking for Tuesday evening?,cancel reservation
